str_no_string|NO STRING! 
str_npc18_kingsupport_objection|Fernando the Castillan - kingsupport objection{***}
str_npc20_kingsupport_objection|Isma'il the Andalusian - kingsupport objection{***}
str_npc22_kingsupport_objection|Alexios the Greek - kingsupport objection{***}
str_npc23_kingsupport_objection|Hugues the Crusader - kingsupport objection{***}
str_npc24_kingsupport_objection|Dego the Sicilian - kingsupport objection{***}
str_npc25_kingsupport_objection|Balabaan the Seljuk - kingsupport objection{***}
str_npc26_kingsupport_objection|Gauthier of the Latin Empire - kingsupport objection{***}
str_npc27_kingsupport_objection|Taraqai of the Il-khanate - kingsupport objection{***}
str_npc28_kingsupport_objection|Gamal the Arab - kingsupport objection{***}
str_npc29_kingsupport_objection|Dragoslav the Serbian - kingsupport objection{***}
str_npc30_kingsupport_objection|Kyril the Bulgarian - kingsupport objection{***}
str_npc31_kingsupport_objection|Ali the Berber - kingsupport objection{***}
str_npc1_intel_mission|I think that if you want me to take a look around {s17} I could combine it with a trip to visit some of my old Order freinds. Both things would have to be done quietly reputations need to be maintained for my old order freinds, and I am sure I would not be welcomed with open arms. Still will be nice to visit the old town of {s17} again.
str_npc2_intel_mission|Ligeikis the Balt - intel mission
str_npc3_intel_mission|如 果 你 同 意， {playername}， 我 可 以 花 幾 天 時 間 去 拜 訪 我 姨 媽 的 家 人。 他 們 在 {s17} 的 一 個 旅 館 工 作， 可 以 聽 到 整 個 {s18} 的 各 種 消 息。 他 們 可 能 會 有 一 些 關 於 貴 族 之 間 結 仇 或 者 爭 鬥 的 小 道 消 息， 如 果 你 感 興 趣 的 話。 
str_npc4_intel_mission|隊 長， 如 果 你 能 讓 我 去{s17}， 我 覺 得 我 能 辦 到。 如 果 能 弄 到 我 離 開 之 後 不 知 道 的 傳 言， 一 定 會 很 有 用。 
str_npc5_intel_mission|Bolko the Pole - intel mission
str_npc6_intel_mission|Indeed {先 生/女 士} I could indeed visit {s17} again to enhance our knowledge of the area. Could visit a few of my fathers old building comrades and find out whos been strengthing defenses and what not in the local area. Will let us find the soft underbelly of the enemy {先 生/女 士}.
str_npc7_intel_mission|Istvan the Hungarian - intel mission
str_npc8_intel_mission|Yuriy of Novgorod - intel mission
str_npc9_intel_mission|{先 生/女 士}, if you're interested in events in {s18}, I can still make contact with my old trading partners in {s17}. They're usually well-informed about political events.
str_npc10_intel_mission|Jean the Frenchman - intel mission
str_npc11_intel_mission|Jon the Norwegian - intel mission
str_npc12_intel_mission|Uilleam the Scot - intel mission
str_npc13_intel_mission|Aedh the Irishman - intel mission
str_npc14_intel_mission|Karl the Swede - intel mission
str_npc15_intel_mission|Ivan of Galicia - intel mission
str_npc16_intel_mission|If you wish, Captain, I would not mind taking the time to pay a visit to a pupil of mine, now employed by the lord of {s17}. I had great hopes for him, but I have heard that he has lately endorsed the use of muskmelon for the treatment of palsy, on the grounds that its cold essence offsets an abundance of yellow bile. This is a travesty of medicine, and I must journey there swiftly to correct him. While I am there, if you wish, I could question him on the latest trends within the {s17}, a matter which may interest you.
str_npc17_intel_mission|Jaume of Aragon - intel mission{***}
str_npc18_intel_mission|Fernando the Castillan - intel mission{***}
str_npc20_intel_mission|Isma'il the Andalusian - intel mission{***}
str_npc22_intel_mission|Alexios the Greek - intel mission{***}
str_npc23_intel_mission|Hugues the Crusader - intel mission{***}
str_npc24_intel_mission|Dego the Sicilian - intel mission{***}
str_npc25_intel_mission|Balabaan the Seljuk - intel mission{***}
str_npc26_intel_mission|Sir I could perhaps try and sneak back into my old city to see what is happening in that part of the world. A few people at least should still be friendly to me in that town, and if not well at least I will have had a chance to revisit old memories and repay you inpart for the kindness you once showed me.{***}
str_npc27_intel_mission|Taraqai of the Il-khanate - intel mission{***}
str_npc28_intel_mission|Gamal the Arab - intel mission{***}
str_npc29_intel_mission|Dragoslav the Serbian - intel mission{***}
str_npc30_intel_mission|Kyril the Bulgarian - intel mission{***}
str_npc31_intel_mission|Ali the Berber - intel mission{***}
str_npc1_fief_acceptance|當 然。 如 果 你 授 予 我 封 地， 我 會 將 它 變 成 農 民、 商 人 甚 至 那 些 被 寵 壞 了 的 貴 族 的 天 堂。 所 有 人 只 要 互 相 尊 重， 就 如 同 主 所 要 求 的 那 樣， 那 他 們 就 會 被 公 平 對 待。 否 則 我 的 拳 頭 將 代 表 主 的 怒 氣， 雨 點 般 砸 向 他 們。 
str_npc2_fief_acceptance|Ligeikis the Balt - fief acceptance
str_npc3_fief_acceptance|非 常 高 興 能 受 封 {s17}。 我 會 向 山 中 傳 消 息， 給 我 的 親 屬， 讓 他 們 知 道 在 您 的 軍 隊 中 我 的 帶 領 下 可 以 有 榮 譽 的 黃 金 可 賺— — 他 們 一 定 會 成 群 結 隊 的 來， 為 您 戰 鬥！ 
str_npc4_fief_acceptance|Jakob the Dane - fief acceptance
str_npc5_fief_acceptance|Bolko the Pole - fief acceptance
str_npc6_fief_acceptance|Johann Lord of a fief? It does have rather a nice ring to it, although I am not entirely sure how it should be done. No doubt there will be people to advise me, and doubtless cheat me, but as you have seen I learn fast {先 生/女 士}. Then they will get there commupence and you will get a well managed fief.
str_npc7_fief_acceptance|Istvan the Hungarian - fief acceptance
str_npc8_fief_acceptance|Yuriy of Novgorod - fief acceptance
str_npc9_fief_acceptance|{s17} as a fief? Well, I've always thought in terms of soldiering, not in terms of governing anything. But now that you mention it, I bet I could rule with balance and justice. I thank you, {my Lord/my lady} -- this is a very kind turn that you have done me.
str_npc10_fief_acceptance|Jean the Frenchman - fief acceptance
str_npc11_fief_acceptance|Jon the Norwegian - fief acceptance
str_npc12_fief_acceptance|Uilleam the Scot - fief acceptance
str_npc13_fief_acceptance|Aedh the Irishman - fief acceptance
str_npc14_fief_acceptance|Karl the Swede - fief acceptance
str_npc15_fief_acceptance|Ivan of Galicia - fief acceptance
str_npc16_fief_acceptance|Well, {sire/my lady}, I'd have you know that don't believe in the holding of land in fief to the king. Farmers and landholders should govern their own affairs, under the distant watch of the sovereign. That being said, we has seen far too much bloodshed for us to turn the social order on its head right now. Give me that land, and I'll endeavor to prepare it for a brighter future -- if not in this generation, than perhaps in the next.
str_npc17_fief_acceptance|Jaume of Aragon - fief acceptance{***}
str_npc18_fief_acceptance|Fernando the Castillan - fief acceptance{***}
str_npc20_fief_acceptance|Isma'il the Andalusian - fief acceptance{***}
str_npc22_fief_acceptance|Alexios the Greek - fief acceptance{***}
str_npc23_fief_acceptance|Hugues the Crusader - fief acceptance{***}
str_npc24_fief_acceptance|Dego the Sicilian - fief acceptance{***}
str_npc25_fief_acceptance|Balabaan the Seljuk - fief acceptance{***}
str_npc26_fief_acceptance|作 為 貴 族 的 後 代， 我 當 然 會 按 照 我 父 親 教 我 的 方 式 統 治 我 自 己 的 土 地。 在 鐵 腕 的 統 治 之 下， 任 何 領 主 都 可 以 保 證 自 己 土 地 的 高 產 出， 以 更 好 的 服 務 他 的 過 往。 
str_npc27_fief_acceptance|Taraqai of the Il-khanate - fief acceptance{***}
str_npc28_fief_acceptance|Gamal the Arab - fief acceptance{***}
str_npc29_fief_acceptance|Dragoslav the Serbian - fief acceptance{***}
str_npc30_fief_acceptance|Kyril the Bulgarian - fief acceptance{***}
str_npc31_fief_acceptance|Ali the Berber - fief acceptance{***}
str_npc1_woman_to_woman|Ulrich of the Teutonic Order - woman to woman
str_npc2_woman_to_woman|Ligeikis the Balt - woman to woman
str_npc3_woman_to_woman|Kadan the Mongol - woman to woman
str_npc4_woman_to_woman|Jakob the Dane - woman to woman
str_npc5_woman_to_woman|Bolko the Pole - woman to woman
str_npc6_woman_to_woman|Johann of the HRE - woman to woman
str_npc7_woman_to_woman|Istvan the Hungarian - woman to woman
str_npc8_woman_to_woman|Yuriy of Novgorod - woman to woman
str_npc9_woman_to_woman|Simon Brewer the Englishman - woman to woman
str_npc10_woman_to_woman|Jean the Frenchman - woman to woman
str_npc11_woman_to_woman|Jon the Norwegian - woman to woman
str_npc12_woman_to_woman|Uilleam the Scot - woman to woman
str_npc13_woman_to_woman|Aedh the Irishman - woman to woman
str_npc14_woman_to_woman|Karl the Swede - woman to woman
str_npc15_woman_to_woman|Ivan of Galicia - woman to woman
str_npc17_woman_to_woman|Jaume of Aragon - woman to woman{***}
str_npc18_woman_to_woman|Fernando the Castillan - woman to woman{***}
str_npc20_woman_to_woman|Isma'il the Andalusian - woman to woman{***}
str_npc22_woman_to_woman|Alexios the Greek - woman to woman{***}
str_npc23_woman_to_woman|Hugues the Crusader - woman to woman{***}
str_npc24_woman_to_woman|Dego the Sicilian - woman to woman{***}
str_npc25_woman_to_woman|Balabaan the Seljuk - woman to woman{***}
str_npc26_woman_to_woman|Gauthier of the Latin Empire - woman to woman{***}
str_npc27_woman_to_woman|Taraqai of the Il-khanate - woman to woman{***}
str_npc28_woman_to_woman|Gamal the Arab - woman to woman{***}
str_npc29_woman_to_woman|Dragoslav the Serbian - woman to woman{***}
str_npc30_woman_to_woman|Kyril the Bulgarian - woman to woman{***}
str_npc31_woman_to_woman|Ali the Berber - woman to woman{***}
str_npc1_turn_against|殘 酷 的 命 運 把 我 們 帶 到 了 今 天 這 裡。 如 果 不 是 當 初 你 拋 棄 了 我， 或 許 不 會 有 今 天 我 們 面 對 面 的 一 天。 我 很 遺 憾 這 一 天 還 是 來 了。 
str_npc2_turn_against|Ligeikis the Balt - turn against
str_npc3_turn_against|噢， {playername}— — 命 運 竟 讓 我 們 走 到 了 這 麼 悲 劇 的 一 步。 戰 爭 的 大 潮 讓 我 們 成 了 敵 人， 我 只 能 期 待 某 天 它 又 能 讓 我 們 重 新 成 為 朋 友。 
str_npc4_turn_against|哎， 我 不 知 該 說 什 麼。 既 然 要 打， 那 就 來 吧。 
str_npc5_turn_against|Bolko the Pole - turn against
str_npc6_turn_against|You would not let me build my world against yours claiming you needed space....I hope you will not mind if my army intrudes into your space today.
str_npc7_turn_against|Istvan the Hungarian - turn against
str_npc8_turn_against|Yuriy of Novgorod - turn against
str_npc9_turn_against|今 天 真 是 糟 透 了！ 我 從 沒 想 到 會 在 戰 場 上 遇 到 以 前 的 長 官， 即 使 我 勝 利 了， 也 感 覺 不 到 喜 悅。 
str_npc10_turn_against|Jean the Frenchman - turn against
str_npc11_turn_against|Jon the Norwegian - turn against
str_npc12_turn_against|Uilleam the Scot - turn against
str_npc13_turn_against|Aedh the Irishman - turn against
str_npc14_turn_against|Karl the Swede - turn against
str_npc15_turn_against|Ivan of Galicia - turn against
str_npc16_turn_against|看 來 我 們 必 須 決 鬥。 {先 生/女 士}， 我 必 須 告 訴 你， 我 並 沒 有 背 叛 你。 我 效 忠 你， 是 因 為 你 堅 持 的 原 則， 而 不 是 效 忠 你 這 個 人。 既 然 你 已 經 不 再 堅 持 那 些 原 則， 我 只 好 竭 盡 所 能 的 阻 止 你。 但 我 對 你 沒 有 惡 意， 但 願 以 後 的 哪 天 我 們 還 能 再 以 朋 友 的 關 系 見 面。 
str_npc17_turn_against|Jaume of Aragon - turn against{***}
str_npc18_turn_against|Fernando the Castillan - turn against{***}
str_npc20_turn_against|Isma'il the Andalusian - turn against{***}
str_npc22_turn_against|Alexios the Greek - turn against{***}
str_npc23_turn_against|Hugues the Crusader - turn against{***}
str_npc24_turn_against|Dego the Sicilian - turn against{***}
str_npc25_turn_against|Balabaan the Seljuk - turn against{***}
str_npc26_turn_against|如 果 不 是 你 背 叛 了 你 祖 先 所 設 立 的 標 准， 這 悲 傷 的 一 天 又 怎 會 來 到？ 讓 我 們 通 過 戰 鬥 證 明 到 底 是 誰 的 理 由 更 加 正 義 和 公 正。 
str_npc27_turn_against|Taraqai of the Il-khanate - turn against{***}
str_npc28_turn_against|Gamal the Arab - turn against{***}
str_npc29_turn_against|Dragoslav the Serbian - turn against{***}
str_npc30_turn_against|Kyril the Bulgarian - turn against{***}
str_npc31_turn_against|Ali the Berber - turn against{***}
str_comment_intro_liege_affiliated|有 人 告 訴 我 你 已 經 向 某 個 質 疑 我 王 位 的 人 起 誓。 但 是 我 們 仍 然 可 以 談 談。 
str_comment_intro_famous_liege|你 的 名 聲 來 的 比 你 的 人 快！ 也 許 你 該 尋 求 一 個 配 得 上 你 的 英 勇 的 君 主 了。 
str_comment_intro_famous_martial|你 的 名 聲 來 的 比 你 的 人 快！ 或 許 我 們 該 在 競 技 場 上， 或 者 戰 場 上 來 較 量 一 下， 看 看 誰 更 勇 猛！ 
str_comment_intro_famous_badtempered|我 聽 說 過 你。 我 不 喜 歡 無 用 的 爭 執， 有 什 麼 話 你 就 直 說 吧。 
str_comment_intro_famous_pitiless|我 知 道 你 的 名 字， 它 讓 很 多 人 從 心 裡 感 到 害 怕。 很 好， 或 許 我 們 該 找 個 時 間 好 好 談 談。 
str_comment_intro_famous_cunning|哈， 我 們 終 於 又 見 面 了， {伙 計/姑 娘}。 讓 我 們 好 好 談 談 吧。 
str_comment_intro_famous_sadistic|我 知 道 你 的 名 字， 我 擔 保 也 有 很 多 悲 傷 的 寡 婦 知 道 它。 不 過 跟 我 沒 關 系。 
str_comment_intro_famous_goodnatured|早 就 聽 說 過 你 了。 總 算 能 夠 認 識 你， 還 真 不 賴。 
str_comment_intro_famous_upstanding|我 聽 說 過 你， 他 們 說 你 是 最 英 勇 的 戰 士。 我 只 希 望 你 的 榮 譽 和 仁 慈 能 與 你 的 勇 猛 相 配。 
str_comment_intro_noble_liege|我 看 你 帶 著 面 貴 族 的 旗 子， 不 過 我 不 認 得 這 個 徽 標。 你 該 知 道 我 總 在 尋 找 能 為 我 而 戰 的 勇 士， 如 果 他 們 能 夠 證 明 自 己 值 得 我 信 任 的 話。 
str_comment_intro_noble_martial|我 看 你 帶 著 面 貴 族 的 旗 子， 不 過 我 不 認 得 這 個 徽 標。 沒 關 系— — 根 據 傳 說， 一 個 勇 敢 的 戰 士 當 四 海 為 家！ 
str_comment_intro_noble_badtempered|我 不 認 得 你 旗 子 上 的 這 個 徽 標。 一 定 又 是 個 外 鄉 人 到 這 裡 來 了， 好 像 這 裡 還 不 夠 多 似 的。 
str_comment_intro_noble_pitiless|我 看 你 帶 著 面 貴 族 的 旗 子， 不 過 我 不 認 得 這 個 徽 標。 毫 無 疑 問， 又 一 只 禿 鷹 盯 上 了 戰 爭 的 屍 體。 
str_comment_intro_noble_cunning|我 看 你 帶 著 面 貴 族 的 旗 子， 不 過 我 不 認 得 這 個 徽 標。 可 能 有 一 天 你 這 個 {伙 計/姑 娘} 會 證 明 自 己 是 一 個 偉 大 的 戰 士， 交 上 這 樣 的 朋 友 總 是 很 劃 算 的。 
str_comment_intro_noble_sadistic|我 看 你 帶 著 面 貴 族 的 旗 子， 不 過 我 不 認 得 這 個 徽 標。 或 者 你 是 那 個 該 死 的 渾 身 浮 腫 的 偷 牛 賊 的 {兒 子/女 兒}？ 或 者 是 你 偷 了 它 們？ 
