trp_multiplayer_profile_troop_male|聯 機 男 性 玩 家 角 色 
trp_knight_6_19|紐 倫 堡 貴 族，康 拉 德 一 世“虔 誠 者” 
trp_knight_6_19_pl|康 拉 德 一 世 
trp_knight_6_20|羅 馬 諾 的 埃 澤 裡 諾 領 主 
trp_knight_6_20_pl|羅 馬 諾 的 埃 澤 裡 諾 
trp_knight_7_1|特 倫 切 尼 城 堡 長 官，查 克· 馬 泰 
trp_knight_7_1_pl|查 克· 馬 泰 
trp_knight_7_2|特 倫 切 尼 城 堡 長 官，查 克· 馬 克 
trp_knight_7_2_pl|查 克· 馬 克 
trp_knight_7_3|貴 族 伊 斯 特 萬 大 主 教 
trp_knight_7_3_pl|貴 族 伊 斯 特 萬 
trp_knight_7_4|貴 族 米 克 洛 什 大 主 教 
trp_knight_7_4_pl|貴 族 米 克 洛 什 
trp_knight_7_5|巴 托 羅 繆· 弗 蘭 格 班 
trp_knight_7_5_pl|巴 托 羅 繆· 弗 蘭 格 班 
trp_knight_7_6|席 尼 洛· 弗 蘭 格 班 
trp_knight_7_6_pl|席 尼 洛· 弗 蘭 格 班 
trp_knight_7_7|亨 裡 克· 克 賽 吉 
trp_knight_7_7_pl|亨 裡 克· 克 賽 吉 
trp_knight_7_8|安 特· 奧 帕 大 主 教 
trp_knight_7_8_pl|安 特· 奧 帕 
trp_knight_7_9|奧 保 菲· 米 克 洛 什 
trp_knight_7_9_pl|奧 保 菲· 米 克 洛 什 
trp_knight_7_10|蓋 賴 傑· 保 爾 大 主 教 
trp_knight_7_10_pl|蓋 賴 傑· 保 爾 
trp_knight_7_11|貴 族 蓋 賴 傑· 米 克 洛 什 大 主 教 
trp_knight_7_11_pl|貴 族 蓋 賴 傑· 米 克 洛 什 
trp_knight_7_12|考 奇 克· 西 蒙 
trp_knight_7_12_pl|考 奇 克· 西 蒙 
trp_knight_7_13|考 奇 克· 亞 洛 什 
trp_knight_7_13_pl|考 奇 克· 亞 洛 什 
trp_knight_7_14|鮑 拉 薩· 比 特 
trp_knight_7_14_pl|鮑 拉 薩· 比 特 
trp_knight_7_15|拉 托 特· 羅 蘭 大 主 教 
trp_knight_7_15_pl|拉 托 特· 羅 蘭 
trp_knight_8_1|弗 謝 沃 洛 德· 尤 裡 耶 維 奇 親 王 
trp_knight_8_1_pl|弗 謝 沃 洛 德· 尤 裡 耶 維 奇 
trp_knight_8_2|布 裡 亞 奇 斯 拉 夫· 瓦 斯 拉 科 維 奇 親 王 
trp_knight_8_2_pl|布 裡 亞 奇 斯 拉 夫· 瓦 斯 拉 科 維 奇 
trp_knight_8_3|蘇 亞 特 斯 拉 夫· 姆 斯 基 斯 拉 維 奇 親 王 
trp_knight_8_3_pl|蘇 亞 特 斯 拉 夫· 姆 斯 基 斯 拉 維 奇 
trp_knight_8_4|尤 裡· 伊 戈 列 維 奇 親 王 
trp_knight_8_4_pl|尤 裡· 伊 戈 列 維 奇 
trp_knight_8_5|姆 斯 基 斯 拉 夫· 格 列 波 維 奇 親 王 
trp_knight_8_5_pl|姆 斯 基 斯 拉 夫· 格 列 波 維 奇 
trp_knight_8_6|雅 羅 斯 拉 夫· 弗 謝 沃 洛 多 維 奇 親 王 
trp_knight_8_6_pl|雅 羅 斯 拉 夫· 弗 謝 沃 洛 多 維 奇 
trp_knight_8_7|斯 維 亞 特 斯 拉 夫· 弗 謝 沃 洛 多 維 奇 親 王 
trp_knight_8_7_pl|斯 維 亞 特 斯 拉 夫· 弗 謝 沃 洛 多 維 奇 
trp_knight_8_8|丹 尼 爾· 羅 曼 諾 維 奇 親 王 
trp_knight_8_8_pl|丹 尼 爾· 羅 曼 諾 維 奇 
trp_knight_8_9|尤 裡· 姆 斯 季 斯 拉 維 奇 親 王 
trp_knight_8_9_pl|尤 裡· 姆 斯 季 斯 拉 維 奇 
trp_knight_8_10|尤 裡· 達 維 多 維 奇 親 王 
trp_knight_8_10_pl|尤 裡· 達 維 多 維 奇 
trp_knight_9_1|愛 德 華 王 子，“長 腿” 
trp_knight_9_1_pl|愛 德 華，“長 腿” 
trp_knight_9_2|威 克 斯 福 德 和 彭 布 羅 克 伯 爵，瓦 朗 斯 的 威 廉 
trp_knight_9_2_pl|瓦 朗 斯 的 威 廉 
trp_knight_9_3|萊 切 斯 特 伯 爵，王 室 內 務 大 臣，蒙 特 福 特 的 西 蒙 五 世 
trp_knight_9_3_pl|蒙 特 福 特 的 西 蒙 五 世 
trp_knight_9_4|裡 士 滿 伯 爵，薩 沃 伊 的 彼 得 二 世 
trp_knight_9_4_pl|薩 沃 伊 的 彼 得 二 世 
trp_knight_9_5|赫 特 福 德 和 格 洛 斯 特 伯 爵，克 萊 爾 的 理 查 德 
trp_knight_9_5_pl|克 萊 爾 的 理 查 德 
trp_knight_9_6|羅 傑· 莫 蒂 默 男 爵 
trp_knight_9_6_pl|羅 傑· 莫 蒂 默 
trp_knight_9_7|樞 機 主 教，達 拉 姆 的 沃 爾 特 
trp_knight_9_7_pl|達 拉 姆 的 沃 爾 特 
trp_knight_9_8|諾 福 克 伯 爵，羅 傑· 比 戈 德 元 帥 
trp_knight_9_8_pl|羅 傑· 比 戈 德 
trp_knight_9_9|坎 特 伯 雷 的 博 尼 費 斯 大 主 教 
trp_knight_9_9_pl|坎 特 伯 雷 的 博 尼 費 斯 
trp_knight_9_10|薩 裡 伯 爵，瓦 倫 的 約 翰 
trp_knight_9_10_pl|瓦 倫 的 約 翰 
trp_knight_9_11|華 維 克 伯 爵，威 廉· 馬 迪 特 
trp_knight_9_11_pl|威 廉· 馬 迪 特 
trp_knight_9_12|德 文 伯 爵 和 懷 特 島 領 主，雷 德 弗 斯 的 鮑 德 溫 
trp_knight_9_12_pl|雷 德 弗 斯 的 鮑 德 溫 
trp_knight_9_13|五 港 總 督，諾 思 伍 德 的 羅 傑 
trp_knight_9_13_pl|諾 思 伍 德 的 羅 傑 
trp_knight_9_14|赫 裡 福 德 和 埃 塞 克 斯 伯 爵，宮 廷 長 官，波 鴻 的 漢 弗 雷 
trp_knight_9_14_pl|波 鴻 的 漢 弗 雷 
trp_knight_9_15|林 肯 郡 伯 爵，霍 爾 頓 男 爵，拉 齊 的 埃 德 蒙 
trp_knight_9_15_pl|拉 齊 的 埃 德 蒙 
trp_knight_9_16|牛 津 伯 爵，維 拉 的 休 
trp_knight_9_16_pl|維 拉 的 休 
trp_knight_9_17|阿 倫 德 爾 伯 爵，約 翰· 菲 茨 阿 倫 
trp_knight_9_17_pl|約 翰· 菲 茨 阿 倫 
trp_knight_9_18|約 克 的 休 厄 爾 大 主 教 
trp_knight_9_18_pl|休 厄 爾 
trp_knight_9_19|阿 爾 曼 的 亨 利 親 王 
trp_knight_9_19_pl|阿 爾 曼 的 亨 利 
trp_knight_9_20|王 室 大 臣，約 翰· 曼 賽 爾 
trp_knight_9_20_pl|約 翰· 曼 賽 爾 
trp_knight_10_1|普 瓦 提 埃 伯 爵，阿 爾 封 斯 
trp_knight_10_1_pl|普 瓦 提 埃 的 阿 爾 封 斯 
trp_knight_10_2|安 茹 和 曼 恩 伯 爵，安 茹 的 夏 爾 勒 一 世 
trp_knight_10_2_pl|安 茹 的 夏 爾 勒 一 世 
trp_knight_10_3|布 列 塔 尼 公 爵，勒 魯 的 讓 一 世 
trp_knight_10_3_pl|勒 魯 的 讓 一 世 
trp_knight_10_4|昂 古 萊 姆 伯 爵，呂 西 尼 昂 的 於 格 七 世 
trp_knight_10_4_pl|呂 西 尼 昂 的 於 格 七 世 
trp_knight_10_5|奧 弗 涅 公 爵，奧 弗 涅 的 羅 貝 爾 五 世 
trp_knight_10_5_pl|奧 弗 涅 的 羅 貝 爾 五 世 
trp_knight_10_6|德 勒 伯 爵，德 勒 的 羅 貝 爾 四 世 
trp_knight_10_6_pl|德 勒 的 羅 貝 爾 四 世 
trp_knight_10_7|阿 圖 瓦 伯 爵，阿 圖 瓦 的 羅 貝 爾 二 世 
trp_knight_10_7_pl|阿 圖 瓦 的 羅 貝 爾 二 世 
trp_knight_10_8|勃 艮 第 公 爵，勃 艮 第 的 於 格 四 世 
trp_knight_10_8_pl|勃 艮 第 的 於 格 四 世 
trp_knight_10_9|訥 韋 爾、奧 塞 爾 和 托 奈 爾 伯 爵，勃 艮 第 的 厄 德 
trp_knight_10_9_pl|勃 艮 第 的 厄 德 
trp_knight_10_10|夏 洛 萊 伯 爵，勃 艮 第 的 讓 
trp_knight_10_10_pl|勃 艮 第 的 讓 
trp_knight_10_11|維 恩 的 王 太 子，勃 艮 第 的 居 格 七 世 
trp_knight_10_11_pl|勃 艮 第 的 居 格 七 世 
trp_knight_10_12|福 雷 伯 爵，福 雷 的 居 格 五 世 
trp_knight_10_12_pl|福 雷 的 居 格 五 世 
trp_knight_10_13|聖 波 勒 伯 爵，剛 達 瓦 恩 的 居 伊 三 世 
trp_knight_10_13_pl|剛 達 瓦 恩 的 居 伊 三 世 
trp_knight_10_14|法 勒 維 和 拉 埃 萊 勒 領 主，內 斯 勒 的 讓 
trp_knight_10_14_pl|內 斯 勒 的 讓 
trp_knight_10_15|布 魯 瓦 和 沙 特 爾 伯 爵，沙 蒂 永 的 讓 
trp_knight_10_15_pl|沙 蒂 永 的 讓 
trp_knight_10_16|桑 塞 爾 伯 爵，桑 塞 爾 的 路 易 一 世 
trp_knight_10_16_pl|桑 塞 爾 的 路 易 一 世 
trp_knight_10_17|羅 昂 子 爵，羅 昂 的 阿 蘭 六 世 
trp_knight_10_17_pl|羅 昂 的 阿 蘭 六 世 
trp_knight_10_18|克 利 松 的 奧 利 維 爾 一 世 
trp_knight_10_18_pl|克 利 松 的 奧 利 維 爾 一 世 
trp_knight_10_19|克 利 松 的 奧 利 維 爾 二 世 
trp_knight_10_19_pl|克 利 松 的 奧 利 維 爾 二 世 
trp_knight_10_20|羅 德 茲 伯 爵，米 約 的 於 格 四 世 
trp_knight_10_20_pl|米 約 的 於 格 四 世 
trp_knight_11_1|馬 格 努 斯· 哈 康 松 國 王 
trp_knight_11_1_pl|馬 格 努 斯· 哈 康 松 
trp_knight_11_2|克 努 特· 哈 康 松 首 領 
trp_knight_11_2_pl|克 努 特· 哈 康 松 
trp_knight_11_3|高 特· 瓊 森 
trp_knight_11_3_pl|高 特· 瓊 森 
trp_knight_11_4|奧 格 蒙 德· 克 雷 基 丹 
trp_knight_11_4_pl|奧 格 蒙 德· 克 雷 基 丹 
trp_knight_11_5|布 林 尤 爾 夫· 瓊 森 
trp_knight_11_5_pl|布 林 尤 爾 夫· 瓊 森 
trp_knight_11_6|洛 平· 貢 納 松 
trp_knight_11_6_pl|洛 平· 貢 納 松 
trp_knight_11_7|貢 納 爾· 科 農 芬 迪 
trp_knight_11_7_pl|貢 納 爾· 科 農 芬 迪 
trp_knight_11_8|瓊· 德 羅 特 寧 
trp_knight_11_8_pl|瓊· 德 羅 特 寧 
trp_knight_11_9|吉 祖 爾· 波 爾 瓦 德 松 
trp_knight_11_9_pl|吉 祖 爾· 波 爾 瓦 德 松 
trp_knight_11_10|穆 南· 比 斯 庫 普 松 
trp_knight_11_10_pl|穆 南· 比 斯 庫 普 松 
trp_knight_11_11|西 古 德· 比 斯 庫 普 松 
trp_knight_11_11_pl|西 古 德· 比 斯 庫 普 松 
trp_knight_11_12|巴 德 爾· 赫 斯 特 博 一 世 
trp_knight_11_12_pl|巴 德 爾· 赫 斯 特 博 一 世 
trp_knight_11_13|阿 恩 博 恩· 波 基 
trp_knight_11_13_pl|阿 恩 博 恩· 波 基 
trp_knight_11_14|阿 斯 拉 克· 古 斯 
trp_knight_11_14_pl|阿 斯 拉 克· 古 斯 
trp_knight_11_15|比 亞 爾 尼· 莫 耶 松 
trp_knight_11_15_pl|比 亞 爾 尼· 莫 耶 松 
trp_knight_12_1|蘇 格 蘭 最 高 司 法 官，阿 蘭· 德 沃 德 
trp_knight_12_1_pl|阿 蘭· 德 沃 德 
trp_knight_12_2|巴 德 諾 赫 領 主，門 蒂 思 伯 爵，瓦 爾 特· 科 明 
trp_knight_12_2_pl|瓦 爾 特· 科 明 
trp_knight_12_3|法 夫 郡 郡 長，馬 爾 科 姆 二 世· 麥 克· 杜 夫 
trp_knight_12_3_pl|馬 爾 科 姆 二 世· 麥 克· 杜 夫 
trp_knight_12_4|倫 諾 克 斯 郡 郡 長，馬 爾 科 姆 一 世 
trp_knight_12_4_pl|馬 爾 科 姆 一 世 
trp_knight_12_5|馬 爾 郡 郡 長，威 廉· 麥 克· 唐 卡 達 
trp_knight_12_5_pl|威 廉· 麥 克· 唐 卡 達 
trp_knight_12_6|斯 特 拉 森 郡 郡 長，馬 爾 伊 歐 薩 二 世 
trp_knight_12_6_pl|馬 爾 伊 歐 薩 二 世 
trp_knight_12_7|蘇 格 蘭 內 務 大 臣，亞 歷 山 大· 斯 圖 亞 特 
trp_knight_12_7_pl|亞 歷 山 大· 斯 圖 亞 特 
trp_knight_12_8|道 格 拉 斯 領 主，威 廉 “長 腿” 
trp_knight_12_8_pl|威 廉 “長 腿” 
trp_knight_12_9|羅 斯 郡 郡 長，威 廉 一 世· 麥 克· 福 卡 爾 
trp_knight_12_9_pl|威 廉 一 世· 麥 克· 福 卡 爾 
trp_knight_12_10|鄧 巴 伯 爵，帕 特 裡 克 三 世 
trp_knight_12_10_pl|帕 特 裡 克 三 世 
trp_knight_13_1|戴 斯 蒙 德 國 王，芬 亨· 麥 克· 卡 爾 泰 
trp_knight_13_1_pl|芬 亨· 麥 克· 卡 爾 泰 
trp_knight_13_2|托 蒙 德 國 王，舍 丹 的 康 納 爾 王，麥 克· 唐 卡 達 
trp_knight_13_2_pl|舍 丹 的 康 納 爾 王，麥 克· 唐 卡 達 
trp_knight_13_3|托 蒙 德 親 王，塔 格· 奧 布 賴 恩 
trp_knight_13_3_pl|塔 格· 奧 布 賴 恩 
trp_knight_13_4|厄 法 勒 國 王，米 爾 切 塔 奇· 麥 克· 馬 伊 爾· 莫 爾 達 
trp_knight_13_4_pl|米 爾 切 塔 奇· 麥 克· 馬 伊 爾· 莫 爾 達 
trp_knight_13_5|康 諾 特 國 王，阿 伊 達· 奧 康 納 爾 
trp_knight_13_5_pl|阿 伊 達· 奧 康 納 爾 
trp_knight_13_6|康 奈 爾 國 王，戈 弗 雷· 奧 唐 奈 
trp_knight_13_6_pl|戈 弗 雷· 奧 唐 奈 
trp_knight_13_7|東 布 雷 弗 內 國 王，唐 納 德· 麥 克· 安 納 德 
trp_knight_13_7_pl|唐 納 德· 麥 克· 安 納 德 
trp_knight_13_8|西 布 雷 弗 內 國 王，安 拿 比· 奧 羅 克 
trp_knight_13_8_pl|安 拿 比· 奧 羅 克 
trp_knight_13_9|利 馬 瓦 迪 王 子，瑪 格 努 斯· 奧 卡 恩 
trp_knight_13_9_pl|瑪 格 努 斯· 奧 卡 恩 
trp_knight_13_10|伊 尼 什 歐 文 領 主，迪 爾 梅 德· 加 勞 格 拉· 麥 克· 洛 奇 蘭 
trp_knight_13_10_pl|迪 爾 梅 德· 加 勞 格 拉· 麥 克· 洛 奇 蘭 
trp_knight_14_1|瓦 爾 德 馬 爾· 比 耶 松 國 王 
trp_knight_14_1_pl|瓦 爾 德 馬 爾· 比 耶 松 
trp_knight_14_2|馬 格 努 斯· 比 耶 松 
trp_knight_14_2_pl|馬 格 努 斯· 比 耶 松 
trp_knight_14_3|喬 漢· 菲 利 普 松 
trp_knight_14_3_pl|喬 漢· 菲 利 普 松 
trp_knight_14_4|喬 漢· 卡 爾 松 
trp_knight_14_4_pl|喬 漢· 卡 爾 松 
trp_knight_14_5|比 耶· 菲 利 普 松 
trp_knight_14_5_pl|比 耶· 菲 利 普 松 
trp_knight_14_6|比 約 內· 納 夫 
trp_knight_14_6_pl|比 約 內· 納 夫 
trp_knight_14_7|卡 爾· 謝 夫 松 
trp_knight_14_7_pl|卡 爾· 謝 夫 松 
trp_knight_14_8|馬 格 努 斯· 本 特 松 
trp_knight_14_8_pl|馬 格 努 斯· 本 特 松 
trp_knight_14_9|卡 爾· 烏 爾 夫 松 
trp_knight_14_9_pl|卡 爾· 烏 爾 夫 松 
trp_knight_14_10|卡 爾· 英 格 堡 迦 松 
trp_knight_14_10_pl|卡 爾· 英 格 堡 迦 松 
trp_knight_14_11|伊 斯 拉 埃 爾· 安 德 松 
trp_knight_14_11_pl|伊 斯 拉 埃 爾· 安 德 松 
trp_knight_14_12|安 德 雷 阿 斯· 安 德 烈 亞 
trp_knight_14_12_pl|安 德 雷 阿 斯· 安 德 烈 亞 
trp_knight_14_13|阿 爾 戈 特· 布 魯 諾 爾 夫 松 
trp_knight_14_13_pl|阿 爾 戈 特· 布 魯 諾 爾 夫 松 
trp_knight_14_14|福 爾 克· 阿 爾 戈 特 松 
trp_knight_14_14_pl|福 爾 克· 阿 爾 戈 特 松 
trp_knight_14_15|喬 漢· 安 格 爾 
trp_knight_14_15_pl|喬 漢· 安 格 爾 
trp_knight_15_1|沃 洛 迪 米 爾· 伊 萬· 瓦 西 爾 科 維 奇 親 王 
trp_knight_15_1_pl|沃 洛 迪 米 爾· 伊 萬· 瓦 西 爾 科 維 奇 
trp_knight_15_2|瓦 西 爾 科· 羅 曼 諾 維 奇 親 王 
trp_knight_15_2_pl|瓦 西 爾 科· 羅 曼 諾 維 奇 
trp_knight_15_3|列 夫· 達 尼 洛 維 奇 親 王 
trp_knight_15_3_pl|列 夫· 達 尼 洛 維 奇 
trp_knight_15_4|羅 曼· 達 尼 洛 維 奇 親 王 
trp_knight_15_4_pl|羅 曼· 達 尼 洛 維 奇 
trp_knight_15_5|姆 斯 季 斯 拉 夫· 達 尼 洛 維 奇 親 王 
trp_knight_15_5_pl|姆 斯 季 斯 拉 夫· 達 尼 洛 維 奇 
trp_knight_15_6|斯 瓦 恩· 達 尼 洛 維 奇 親 王 
trp_knight_15_6_pl|斯 瓦 恩· 達 尼 洛 維 奇 
trp_knight_15_7|布 裡 亞 奇 斯 拉 夫· 瓦 西 爾 科 維 奇 親 王 
trp_knight_15_7_pl|布 裡 亞 奇 斯 拉 夫· 瓦 西 爾 科 維 奇 
trp_knight_15_8|格 列 布· 姆 斯 蒂 斯 拉 維 奇 親 王 
trp_knight_15_8_pl|格 列 布· 姆 斯 蒂 斯 拉 維 奇 
trp_knight_15_9|羅 曼· 弗 謝 沃 洛 多 維 奇 親 王 
trp_knight_15_9_pl|羅 曼· 弗 謝 沃 洛 多 維 奇 
trp_knight_15_10|安 德 烈· 弗 謝 沃 洛 多 維 奇 親 王 
trp_knight_15_10_pl|安 德 烈· 弗 謝 沃 洛 多 維 奇 
trp_knight_16_1|聖 地 亞 哥 騎 士 團 大 團 長，派 奧· 佩 雷 斯· 科 雷 亞 
trp_knight_16_1_pl|派 奧· 佩 雷 斯· 科 雷 亞 
trp_knight_16_2|瓦 斯 康 塞 洛 斯 的 喬· 佩 雷 斯 爵 士 
trp_knight_16_2_pl|瓦 斯 康 塞 洛 斯 的 喬· 佩 雷 斯 
trp_knight_16_3|瓦 斯 康 塞 洛 斯 的 羅 德 裡 奧· 阿 內 斯 爵 士 
trp_knight_16_3_pl|瓦 斯 康 塞 洛 斯 的 羅 德 裡 奧· 阿 內 斯 
trp_knight_16_4|普 洛· 蘇 亞 雷 斯· 科 埃 略 爵 士 
trp_knight_16_4_pl|普 洛· 蘇 亞 雷 斯· 科 埃 略 
trp_knight_16_5|蘇 薩 的 喬· 加 西 亞 爵 士 
trp_knight_16_5_pl|蘇 薩 的 喬· 加 西 亞 
trp_knight_16_6|阿 方 索· 佩 雷 斯· 加 多 爵 士 
trp_knight_16_6_pl|阿 方 索· 佩 雷 斯· 加 多 
trp_knight_16_7|阿 爾 瓦 倫 加 的 普 洛· 派 斯 爵 士 
trp_knight_16_7_pl|阿 爾 瓦 倫 加 的 普 洛· 派 斯 
trp_knight_16_8|蘇 薩 的 費 爾 南· 加 西 亞 爵 士 
trp_knight_16_8_pl|蘇 薩 的 費 爾 南· 加 西 亞 
trp_knight_16_9|馬 蒂 姆· 馬 丁 斯· 馬 查 多 爵 士 
trp_knight_16_9_pl|馬 蒂 姆· 馬 丁 斯· 馬 查 多 
trp_knight_16_10|布 裡 特 羅 斯 的 瑞· 戈 麥 斯 爵 士 
trp_knight_16_10_pl|布 裡 特 羅 斯 的 瑞· 戈 麥 斯 
trp_knight_16_11|坎 布 拉 的 阿 方 索· 阿 內 斯 爵 士 
trp_knight_16_11_pl|坎 布 拉 的 阿 方 索· 阿 內 斯 
trp_knight_16_12|塞 拉 諾 瓦 的 費 爾 南· 戈 麥 斯 爵 士 
trp_knight_16_12_pl|塞 拉 諾 瓦 的 費 爾 南· 戈 麥 斯 
trp_knight_16_13|塞 拉 諾 瓦 的 普 洛· 戈 麥 斯 爵 士 
trp_knight_16_13_pl|塞 拉 諾 瓦 的 普 洛· 戈 麥 斯 
trp_knight_16_14|阿 方 索· 佩 雷 斯 爵 士 
trp_knight_16_14_pl|阿 方 索· 佩 雷 斯 
trp_knight_16_15|葡 萄 牙 的 羅 伯 特 爵 士 
trp_knight_16_15_pl|葡 萄 牙 的 羅 伯 特 
trp_knight_17_1|佩 拉 爾 塔 的 阿 爾 瑙 大 主 教 
trp_knight_17_1_pl|佩 拉 爾 塔 的 阿 爾 瑙 
trp_knight_17_2|蒙 特 卡 達 的 佩 雷· 拉 蒙 王 室 總 管 
trp_knight_17_2_pl|蒙 特 卡 達 的 佩 雷· 拉 蒙 
trp_knight_17_3|阿 爾 瓦· 迪 烏 赫 爾 伯 爵 
trp_knight_17_3_pl|阿 爾 瓦· 迪 烏 赫 爾 
trp_knight_17_4|龐 斯· 迪 安 普 裡 亞 斯 伯 爵 
trp_knight_17_4_pl|龐 斯· 迪 安 普 裡 亞 斯 
trp_knight_17_5|帕 拉 斯 的 阿 爾 瑙· 羅 傑 伯 爵 
trp_knight_17_5_pl|帕 拉 斯 的 阿 爾 瑙· 羅 傑 
trp_knight_17_6|盧 納 的 洛 佩· 費 倫 赫 爵 士 
trp_knight_17_6_pl|盧 納 的 洛 佩· 費 倫 赫 
trp_knight_17_7|佩 羅· 科 爾 內 爾 爵 士 
trp_knight_17_7_pl|佩 羅· 科 爾 內 爾 
trp_knight_17_8|蒙 特 卡 達 的 加 斯 頓 子 爵 
trp_knight_17_8_pl|蒙 特 卡 達 的 加 斯 頓 
trp_knight_17_9|蒙 塔 古 特 的 豪 梅 爵 士 
trp_knight_17_9_pl|蒙 塔 古 特 的 豪 梅 
trp_knight_17_10|貝 倫 古 爾· 迪 恩 滕 薩 爵 士 
trp_knight_17_10_pl|貝 倫 古 爾· 迪 恩 滕 薩 
trp_knight_17_11|盧 納 的 阿 塔 爾 伯 爵 
trp_knight_17_11_pl|盧 納 的 阿 塔 爾 
trp_knight_17_12|因 方 特· 佩 雷 
trp_knight_17_12_pl|因 方 特· 佩 雷
trp_knight_17_13|阿 薩 格 拉 的 阿 爾 瓦· 佩 雷 斯 爵 士 
trp_knight_17_13_pl|阿 薩 格 拉 的 阿 爾 瓦· 佩 雷 斯 
trp_knight_17_14|卡 爾 多 納 的 拉 蒙· 弗 爾 赫 子 爵 
trp_knight_17_14_pl|卡 爾 多 納 的 拉 蒙· 弗 爾 赫 
trp_knight_17_15|貝 倫 古 爾· 迪 恩 滕 薩 男 爵 
trp_knight_17_15_pl|貝 倫 古 爾· 迪 恩 滕 薩 
trp_knight_18_1|卡 斯 提 爾 的 費 利 佩 親 王 
trp_knight_18_1_pl|卡 斯 提 爾 的 費 利 佩 
trp_knight_18_2|卡 斯 特 羅 的 費 爾 南 多· 古 鐵 雷 斯 爵 士 
trp_knight_18_2_pl|卡 斯 特 羅 的 費 爾 南 多· 古 鐵 雷 斯 
trp_knight_18_3|阿 羅 的 洛 佩· 迪 亞 斯 爵 士 
trp_knight_18_3_pl|阿 羅 的 洛 佩· 迪 亞 斯 
trp_knight_18_4|拉· 塞 爾 達 的 費 爾 南 多 親 王 
trp_knight_18_4_pl|拉· 塞 爾 達 的 費 爾 南 多 
trp_knight_18_5|拉 腊 的 努 諾· 岡 薩 雷 斯 爵 士 
trp_knight_18_5_pl|拉 腊 的 努 諾· 岡 薩 雷 斯 
trp_knight_18_6|古 斯 曼 的 佩 德 羅· 努 涅 斯 爵 士 
trp_knight_18_6_pl|古 斯 曼 的 佩 德 羅· 努 涅 斯 
trp_knight_18_7|法 德 裡 克 親 王 
trp_knight_18_7_pl|法 德 裡 克 
trp_knight_18_8|博 尼 法 斯 的 拉 蒙 爵 士 
trp_knight_18_8_pl|博 尼 法 斯 的 拉 蒙 
trp_knight_18_9|安 德 魯 爵 士 
trp_knight_18_9_pl|安 德 魯 
trp_knight_18_10|巴 托 梅 烏 爵 士 
trp_knight_18_10_pl|巴 托 梅 烏 
trp_knight_18_11|卡 爾 貝 特 爵 士 
trp_knight_18_11_pl|卡 爾 貝 特 
trp_knight_18_12|多 梅 內 克 爵 士 
trp_knight_18_12_pl|多 梅 內 克 
trp_knight_18_13|弗 朗 西 斯 克 爵 士 
trp_knight_18_13_pl|弗 朗 西 斯 克 
trp_knight_18_14|高 斯 弗 雷 德 爵 士 
trp_knight_18_14_pl|高 斯 弗 雷 德 
trp_knight_18_15|赫 羅 尼 爵 士 
trp_knight_18_15_pl|赫 羅 尼 
trp_knight_19_1|納 瓦 拉 的 泰 奧 巴 爾 多 王 子 
trp_knight_19_1_pl|納 瓦 拉 的 泰 奧 巴 爾 多 
trp_knight_19_2|納 瓦 拉 的 吉 列 爾 莫 爵 士 
trp_knight_19_2_pl|納 瓦 拉 的 吉 列 爾 莫 
trp_knight_19_3|納 瓦 拉 的 恩 裡 克 王 子 
trp_knight_19_3_pl|納 瓦 拉 的 恩 裡 克 
trp_knight_20_1|穆 罕 默 德· 法 基 赫 酋 長 
trp_knight_20_1_pl|穆 罕 默 德· 法 基 赫 
trp_knight_20_2|尤 素 夫· 納 斯 爾 酋 長 
trp_knight_20_2_pl|尤 素 夫· 納 斯 爾 
trp_knight_20_3|法 拉 傑· 納 斯 爾 酋 長 
trp_knight_20_3_pl|法 拉 傑· 納 斯 爾 
trp_knight_20_4|伊 斯 邁 爾· 納 斯 爾 酋 長
trp_knight_20_4_pl|伊 斯 邁 爾· 納 斯 爾 
trp_knight_20_5|阿 裡· 阿 什 基 魯 拉 酋 長 
trp_knight_20_5_pl|阿 裡· 阿 什 基 魯 拉 
trp_knight_20_6|易 蔔 拉 辛· 阿 什 基 魯 拉 酋 長 
trp_knight_20_6_pl|易 蔔 拉 辛· 阿 什 基 魯 拉 
trp_knight_20_7|納 斯 爾· 穆 罕 默 德 酋 長 
trp_knight_20_7_pl|納 斯 爾· 穆 罕 默 德 
trp_knight_20_8|尤 素 夫· 穆 罕 默 德 酋 長 
trp_knight_20_8_pl|尤 素 夫· 穆 罕 默 德 
trp_knight_20_9|法 拉 傑· 穆 罕 默 德 酋 長 
trp_knight_20_9_pl|法 拉 傑· 穆 罕 默 德 
trp_knight_20_10|賽 義 德· 法 拉 傑 酋 長 
trp_knight_20_10_pl|賽 義 德· 法 拉 傑 
trp_knight_20_11|阿 蔔 杜 拉 酋 長 
trp_knight_20_11_pl|阿 蔔 杜 拉 
trp_knight_20_12|哈 馬 德 酋 長
trp_knight_20_12_pl|哈 馬 德 
trp_knight_20_13|曼 蘇 爾 酋 長 
trp_knight_20_13_pl|曼 蘇 爾 
trp_knight_20_14|奧 馬 爾 酋 長 
trp_knight_20_14_pl|奧 馬 爾 
trp_knight_20_15|阿 蒂 亞 赫 酋 長 
trp_knight_20_15_pl|阿 蒂 亞 赫 
trp_knight_20_16|達 拉 斯 酋 長 
trp_knight_20_16_pl|達 拉 斯 
trp_knight_20_17|賈 哈 夫 酋 長 
trp_knight_20_17_pl|賈 哈 夫 
trp_knight_20_18|默 罕 默 德 酋 長 
