trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_knight_7_7|亨 里 克· 克 赛 吉 
trp_knight_7_7_pl|亨 里 克· 克 赛 吉 
trp_knight_7_8|安 特· 奥 帕 大 主 教 
trp_knight_7_8_pl|安 特· 奥 帕 
trp_knight_7_9|奥 保 菲· 米 克 洛 什 
trp_knight_7_9_pl|奥 保 菲· 米 克 洛 什 
trp_knight_7_10|盖 赖 杰· 保 尔 大 主 教 
trp_knight_7_10_pl|盖 赖 杰· 保 尔 
trp_knight_7_11|贵 族 盖 赖 杰· 米 克 洛 什 大 主 教 
trp_knight_7_11_pl|贵 族 盖 赖 杰· 米 克 洛 什 
trp_knight_7_12|考 奇 克· 西 蒙 
trp_knight_7_12_pl|考 奇 克· 西 蒙 
trp_knight_7_13|考 奇 克· 亚 洛 什 
trp_knight_7_13_pl|考 奇 克· 亚 洛 什 
trp_knight_7_14|鲍 拉 萨· 比 特 
trp_knight_7_14_pl|鲍 拉 萨· 比 特 
trp_knight_7_15|拉 托 特· 罗 兰 大 主 教 
trp_knight_7_15_pl|拉 托 特· 罗 兰 
trp_knight_8_1|弗 谢 沃 洛 德· 尤 里 耶 维 奇 亲 王 
trp_knight_8_1_pl|弗 谢 沃 洛 德· 尤 里 耶 维 奇 
trp_knight_8_2|布 里 亚 奇 斯 拉 夫· 瓦 斯 拉 科 维 奇 亲 王 
trp_knight_8_2_pl|布 里 亚 奇 斯 拉 夫· 瓦 斯 拉 科 维 奇 
trp_knight_8_3|苏 亚 特 斯 拉 夫· 姆 斯 基 斯 拉 维 奇 亲 王 
trp_knight_8_3_pl|苏 亚 特 斯 拉 夫· 姆 斯 基 斯 拉 维 奇 
trp_knight_8_4|尤 里· 伊 戈 列 维 奇 亲 王 
trp_knight_8_4_pl|尤 里· 伊 戈 列 维 奇 
trp_knight_8_5|姆 斯 基 斯 拉 夫· 格 列 波 维 奇 亲 王 
trp_knight_8_5_pl|姆 斯 基 斯 拉 夫· 格 列 波 维 奇 
trp_knight_8_6|雅 罗 斯 拉 夫· 弗 谢 沃 洛 多 维 奇 亲 王 
trp_knight_8_6_pl|雅 罗 斯 拉 夫· 弗 谢 沃 洛 多 维 奇 
trp_knight_8_7|斯 维 亚 特 斯 拉 夫· 弗 谢 沃 洛 多 维 奇 亲 王 
trp_knight_8_7_pl|斯 维 亚 特 斯 拉 夫· 弗 谢 沃 洛 多 维 奇 
trp_knight_8_8|丹 尼 尔· 罗 曼 诺 维 奇 亲 王 
trp_knight_8_8_pl|丹 尼 尔· 罗 曼 诺 维 奇 
trp_knight_8_9|尤 里· 姆 斯 季 斯 拉 维 奇 亲 王 
trp_knight_8_9_pl|尤 里· 姆 斯 季 斯 拉 维 奇 
trp_knight_8_10|尤 里· 达 维 多 维 奇 亲 王 
trp_knight_8_10_pl|尤 里· 达 维 多 维 奇 
trp_knight_9_1|爱 德 华 王 子，“长 腿” 
trp_knight_9_1_pl|爱 德 华，“长 腿” 
trp_knight_9_2|威 克 斯 福 德 和 彭 布 罗 克 伯 爵，瓦 朗 斯 的 威 廉 
trp_knight_9_2_pl|瓦 朗 斯 的 威 廉 
trp_knight_9_3|莱 切 斯 特 伯 爵，王 室 内 务 大 臣，蒙 特 福 特 的 西 蒙 五 世 
trp_knight_9_3_pl|蒙 特 福 特 的 西 蒙 五 世 
trp_knight_9_4|里 士 满 伯 爵，萨 沃 伊 的 彼 得 二 世 
trp_knight_9_4_pl|萨 沃 伊 的 彼 得 二 世 
trp_knight_9_5|赫 特 福 德 和 格 洛 斯 特 伯 爵，克 莱 尔 的 理 查 德 
trp_knight_9_5_pl|克 莱 尔 的 理 查 德 
trp_knight_9_6|罗 杰· 莫 蒂 默 男 爵 
trp_knight_9_6_pl|罗 杰· 莫 蒂 默 
trp_knight_9_7|枢 机 主 教，达 拉 姆 的 沃 尔 特 
trp_knight_9_7_pl|达 拉 姆 的 沃 尔 特 
trp_knight_9_8|诺 福 克 伯 爵，罗 杰· 比 戈 德 元 帅 
trp_knight_9_8_pl|罗 杰· 比 戈 德 
trp_knight_9_9|坎 特 伯 雷 的 博 尼 费 斯 大 主 教 
trp_knight_9_9_pl|坎 特 伯 雷 的 博 尼 费 斯 
trp_knight_9_10|萨 里 伯 爵，瓦 伦 的 约 翰 
trp_knight_9_10_pl|瓦 伦 的 约 翰 
trp_knight_9_11|华 维 克 伯 爵，威 廉· 马 迪 特 
trp_knight_9_11_pl|威 廉· 马 迪 特 
trp_knight_9_12|德 文 伯 爵 和 怀 特 岛 领 主，雷 德 弗 斯 的 鲍 德 温 
trp_knight_9_12_pl|雷 德 弗 斯 的 鲍 德 温 
trp_knight_9_13|五 港 总 督，诺 思 伍 德 的 罗 杰 
trp_knight_9_13_pl|诺 思 伍 德 的 罗 杰 
trp_knight_9_14|赫 里 福 德 和 埃 塞 克 斯 伯 爵，宫 廷 长 官，波 鸿 的 汉 弗 雷 
trp_knight_9_14_pl|波 鸿 的 汉 弗 雷 
trp_knight_9_15|林 肯 郡 伯 爵，霍 尔 顿 男 爵，拉 齐 的 埃 德 蒙 
trp_knight_9_15_pl|拉 齐 的 埃 德 蒙 
trp_knight_9_16|牛 津 伯 爵，维 拉 的 休 
trp_knight_9_16_pl|维 拉 的 休 
trp_knight_9_17|阿 伦 德 尔 伯 爵，约 翰· 菲 茨 阿 伦 
trp_knight_9_17_pl|约 翰· 菲 茨 阿 伦 
trp_knight_9_18|约 克 的 休 厄 尔 大 主 教 
trp_knight_9_18_pl|休 厄 尔 
trp_knight_9_19|阿 尔 曼 的 亨 利 亲 王 
trp_knight_9_19_pl|阿 尔 曼 的 亨 利 
trp_knight_9_20|王 室 大 臣，约 翰· 曼 赛 尔 
trp_knight_9_20_pl|约 翰· 曼 赛 尔 
trp_knight_10_1|普 瓦 提 埃 伯 爵，阿 尔 封 斯 
trp_knight_10_1_pl|普 瓦 提 埃 的 阿 尔 封 斯 
trp_knight_10_2|安 茹 和 曼 恩 伯 爵，安 茹 的 夏 尔 勒 一 世 
trp_knight_10_2_pl|安 茹 的 夏 尔 勒 一 世 
trp_knight_10_3|布 列 塔 尼 公 爵，勒 鲁 的 让 一 世 
trp_knight_10_3_pl|勒 鲁 的 让 一 世 
trp_knight_10_4|昂 古 莱 姆 伯 爵，吕 西 尼 昂 的 于 格 七 世 
trp_knight_10_4_pl|吕 西 尼 昂 的 于 格 七 世 
trp_knight_10_5|奥 弗 涅 公 爵，奥 弗 涅 的 罗 贝 尔 五 世 
trp_knight_10_5_pl|奥 弗 涅 的 罗 贝 尔 五 世 
trp_knight_10_6|德 勒 伯 爵，德 勒 的 罗 贝 尔 四 世 
trp_knight_10_6_pl|德 勒 的 罗 贝 尔 四 世 
trp_knight_10_7|阿 图 瓦 伯 爵，阿 图 瓦 的 罗 贝 尔 二 世 
trp_knight_10_7_pl|阿 图 瓦 的 罗 贝 尔 二 世 
trp_knight_10_8|勃 艮 第 公 爵，勃 艮 第 的 于 格 四 世 
trp_knight_10_8_pl|勃 艮 第 的 于 格 四 世 
trp_knight_10_9|讷 韦 尔、奥 塞 尔 和 托 奈 尔 伯 爵，勃 艮 第 的 厄 德 
trp_knight_10_9_pl|勃 艮 第 的 厄 德 
trp_knight_10_10|夏 洛 萊 伯 爵，勃 艮 第 的 让 
trp_knight_10_10_pl|勃 艮 第 的 让 
trp_knight_10_11|维 恩 的 王 太 子，勃 艮 第 的 居 格 七 世 
trp_knight_10_11_pl|勃 艮 第 的 居 格 七 世 
trp_knight_10_12|福 雷 伯 爵，福 雷 的 居 格 五 世 
trp_knight_10_12_pl|福 雷 的 居 格 五 世 
trp_knight_10_13|圣 波 勒 伯 爵，刚 达 瓦 恩 的 居 伊 三 世 
trp_knight_10_13_pl|刚 达 瓦 恩 的 居 伊 三 世 
trp_knight_10_14|法 勒 维 和 拉 埃 莱 勒 领 主，內 斯 勒 的 让 
trp_knight_10_14_pl|內 斯 勒 的 让 
trp_knight_10_15|布 鲁 瓦 和 沙 特 尔 伯 爵，沙 蒂 永 的 让 
trp_knight_10_15_pl|沙 蒂 永 的 让 
trp_knight_10_16|桑 塞 尔 伯 爵，桑 塞 尔 的 路 易 一 世 
trp_knight_10_16_pl|桑 塞 尔 的 路 易 一 世 
trp_knight_10_17|罗 昂 子 爵，罗 昂 的 阿 兰 六 世 
trp_knight_10_17_pl|罗 昂 的 阿 兰 六 世 
trp_knight_10_18|克 利 松 的 奥 利 维 尔 一 世 
trp_knight_10_18_pl|克 利 松 的 奥 利 维 尔 一 世 
trp_knight_10_19|克 利 松 的 奥 利 维 尔 二 世 
trp_knight_10_19_pl|克 利 松 的 奥 利 维 尔 二 世 
trp_knight_10_20|罗 德 兹 伯 爵，米 约 的 于 格 四 世 
trp_knight_10_20_pl|米 约 的 于 格 四 世 
trp_knight_11_1|马 格 努 斯· 哈 康 松 国 王 
trp_knight_11_1_pl|马 格 努 斯· 哈 康 松 
trp_knight_11_2|克 努 特· 哈 康 松 首 领 
trp_knight_11_2_pl|克 努 特· 哈 康 松 
trp_knight_11_3|高 特· 琼 森 
trp_knight_11_3_pl|高 特· 琼 森 
trp_knight_11_4|奥 格 蒙 德· 克 雷 基 丹 
trp_knight_11_4_pl|奥 格 蒙 德· 克 雷 基 丹 
trp_knight_11_5|布 林 尤 尔 夫· 琼 森 
trp_knight_11_5_pl|布 林 尤 尔 夫· 琼 森 
trp_knight_11_6|洛 平· 贡 纳 松 
trp_knight_11_6_pl|洛 平· 贡 纳 松 
trp_knight_11_7|贡 纳 尔· 科 农 芬 迪 
trp_knight_11_7_pl|贡 纳 尔· 科 农 芬 迪 
trp_knight_11_8|琼· 德 罗 特 宁 
trp_knight_11_8_pl|琼· 德 罗 特 宁 
trp_knight_11_9|吉 祖 尔· 波 尔 瓦 德 松 
trp_knight_11_9_pl|吉 祖 尔· 波 尔 瓦 德 松 
trp_knight_11_10|穆 南· 比 斯 库 普 松 
trp_knight_11_10_pl|穆 南· 比 斯 库 普 松 
trp_knight_11_11|西 古 德· 比 斯 库 普 松 
trp_knight_11_11_pl|西 古 德· 比 斯 库 普 松 
trp_knight_11_12|巴 德 尔· 赫 斯 特 博 一 世 
trp_knight_11_12_pl|巴 德 尔· 赫 斯 特 博 一 世 
trp_knight_11_13|阿 恩 博 恩· 波 基 
trp_knight_11_13_pl|阿 恩 博 恩· 波 基 
trp_knight_11_14|阿 斯 拉 克· 古 斯 
trp_knight_11_14_pl|阿 斯 拉 克· 古 斯 
trp_knight_11_15|比 亚 尔 尼· 莫 耶 松 
trp_knight_11_15_pl|比 亚 尔 尼· 莫 耶 松 
trp_knight_11_16|马 格 努 斯· 奥 拉 夫 松 国 王 
trp_knight_11_16_pl|马 格 努 斯· 奥 拉 夫 松 
trp_knight_11_17|杜 格 哈 尔· 麦 克 鲁 艾 德 里 国 王 
trp_knight_11_17_pl|杜 格 哈 尔· 麦 克 鲁 艾 德 里 
trp_knight_11_18|埃 尔 林· 阿 尔 夫 松 
trp_knight_11_18_pl|埃 尔 林· 阿 尔 夫 松 
trp_knight_11_19|罗 德 林· 莱 普 
trp_knight_11_19_pl|罗 德 林· 莱 普 
trp_knight_11_20|鲍 德 尔· 格 斯 
trp_knight_11_20_pl|鲍 德 尔· 格 斯 
trp_knight_12_1|苏 格 兰 最 高 司 法 官，阿 兰· 德 沃 德 
trp_knight_12_1_pl|阿 兰· 德 沃 德 
trp_knight_12_2|巴 德 诺 赫 领 主，门 蒂 思 伯 爵，瓦 尔 特· 科 明 
trp_knight_12_2_pl|瓦 尔 特· 科 明 
trp_knight_12_3|法 夫 郡 郡 长，马 尔 科 姆 二 世· 麦 克· 杜 夫 
trp_knight_12_3_pl|马 尔 科 姆 二 世· 麦 克· 杜 夫 
trp_knight_12_4|伦 诺 克 斯 郡 郡 长，马 尔 科 姆 一 世 
trp_knight_12_4_pl|马 尔 科 姆 一 世 
trp_knight_12_5|马 尔 郡 郡 长，威 廉· 麦 克· 唐 卡 达 
trp_knight_12_5_pl|威 廉· 麦 克· 唐 卡 达 
trp_knight_12_6|斯 特 拉 森 郡 郡 长，马 尔 伊 欧 萨 二 世 
trp_knight_12_6_pl|马 尔 伊 欧 萨 二 世 
trp_knight_12_7|苏 格 兰 内 务 大 臣，亚 历 山 大· 斯 图 亚 特 
trp_knight_12_7_pl|亚 历 山 大· 斯 图 亚 特 
trp_knight_12_8|道 格 拉 斯 领 主，威 廉 “长 腿” 
trp_knight_12_8_pl|威 廉 “长 腿” 
trp_knight_12_9|罗 斯 郡 郡 长，威 廉 一 世· 麦 克· 福 卡 尔 
trp_knight_12_9_pl|威 廉 一 世· 麦 克· 福 卡 尔 
trp_knight_12_10|邓 巴 伯 爵，帕 特 里 克 三 世 
trp_knight_12_10_pl|帕 特 里 克 三 世 
trp_knight_13_1|戴 斯 蒙 德 国 王，芬 亨· 麦 克· 卡 尔 泰 
trp_knight_13_1_pl|芬 亨· 麦 克· 卡 尔 泰 
trp_knight_13_2|托 蒙 德 国 王，舍 丹 的 康 纳 尔 王，麦 克· 唐 卡 达 
trp_knight_13_2_pl|舍 丹 的 康 纳 尔 王，麦 克· 唐 卡 达 
trp_knight_13_3|托 蒙 德 王 子，塔 格· 奥 布 赖 恩 
trp_knight_13_3_pl|塔 格· 奥 布 赖 恩 
trp_knight_13_4|厄 法 勒 国 王，米 尔 切 塔 奇· 麦 克· 马 伊 尔· 莫 尔 达 
trp_knight_13_4_pl|米 尔 切 塔 奇· 麦 克· 马 伊 尔· 莫 尔 达 
trp_knight_13_5|康 诺 特 国 王，阿 伊 达· 奥 康 纳 尔 
trp_knight_13_5_pl|阿 伊 达· 奥 康 纳 尔 
trp_knight_13_6|康 奈 尔 国 王，戈 弗 雷· 奥 唐 奈 
trp_knight_13_6_pl|戈 弗 雷· 奥 唐 奈 
trp_knight_13_7|东 布 雷 弗 内 国 王，唐 纳 德· 麦 克· 安 纳 德 
trp_knight_13_7_pl|唐 纳 德· 麦 克· 安 纳 德 
trp_knight_13_8|西 布 雷 弗 内 国 王，安 拿 比· 奥 罗 克 
trp_knight_13_8_pl|安 拿 比· 奥 罗 克 
trp_knight_13_9|利 马 瓦 迪 王 子，玛 格 努 斯· 奥 卡 恩 
trp_knight_13_9_pl|玛 格 努 斯· 奥 卡 恩 
trp_knight_13_10|伊 尼 什 欧 文 领 主，迪 尔 梅 德· 加 劳 格 拉· 麦 克· 洛 奇 兰 
trp_knight_13_10_pl|迪 尔 梅 德· 加 劳 格 拉· 麦 克· 洛 奇 兰 
trp_knight_14_1|瓦 尔 德 马 尔· 比 耶 松 国 王 
trp_knight_14_1_pl|瓦 尔 德 马 尔· 比 耶 松 
trp_knight_14_2|马 格 努 斯· 比 耶 松 
trp_knight_14_2_pl|马 格 努 斯· 比 耶 松 
trp_knight_14_3|乔 汉· 菲 利 普 松 
trp_knight_14_3_pl|乔 汉· 菲 利 普 松 
trp_knight_14_4|乔 汉· 卡 尔 松 
trp_knight_14_4_pl|乔 汉· 卡 尔 松 
trp_knight_14_5|比 耶· 菲 利 普 松 
trp_knight_14_5_pl|比 耶· 菲 利 普 松 
trp_knight_14_6|比 约 内· 纳 夫 
trp_knight_14_6_pl|比 约 内· 纳 夫 
trp_knight_14_7|卡 尔· 谢 夫 松 
trp_knight_14_7_pl|卡 尔· 谢 夫 松 
trp_knight_14_8|马 格 努 斯· 本 特 松 
trp_knight_14_8_pl|马 格 努 斯· 本 特 松 
trp_knight_14_9|卡 尔· 乌 尔 夫 松 
trp_knight_14_9_pl|卡 尔· 乌 尔 夫 松 
trp_knight_14_10|卡 尔· 英 格 堡 迦 松 
trp_knight_14_10_pl|卡 尔· 英 格 堡 迦 松 
trp_knight_14_11|伊 斯 拉 埃 尔· 安 德 松 
trp_knight_14_11_pl|伊 斯 拉 埃 尔· 安 德 松 
trp_knight_14_12|安 德 雷 阿 斯· 安 德 烈 亚 
trp_knight_14_12_pl|安 德 雷 阿 斯· 安 德 烈 亚 
trp_knight_14_13|阿 尔 戈 特· 布 鲁 诺 尔 夫 松 
trp_knight_14_13_pl|阿 尔 戈 特· 布 鲁 诺 尔 夫 松 
trp_knight_14_14|福 尔 克· 阿 尔 戈 特 松 
trp_knight_14_14_pl|福 尔 克· 阿 尔 戈 特 松 
trp_knight_14_15|乔 汉· 安 格 尔 
trp_knight_14_15_pl|乔 汉· 安 格 尔 
trp_knight_15_1|沃 洛 迪 米 尔· 伊 万· 瓦 西 尔 科 维 奇 亲 王 
trp_knight_15_1_pl|沃 洛 迪 米 尔· 伊 万· 瓦 西 尔 科 维 奇 
trp_knight_15_2|瓦 西 尔 科· 罗 曼 诺 维 奇 亲 王 
trp_knight_15_2_pl|瓦 西 尔 科· 罗 曼 诺 维 奇 
trp_knight_15_3|列 夫· 达 尼 洛 维 奇 亲 王 
trp_knight_15_3_pl|列 夫· 达 尼 洛 维 奇 
trp_knight_15_4|罗 曼· 达 尼 洛 维 奇 亲 王 
trp_knight_15_4_pl|罗 曼· 达 尼 洛 维 奇 
trp_knight_15_5|姆 斯 季 斯 拉 夫· 达 尼 洛 维 奇 亲 王 
trp_knight_15_5_pl|姆 斯 季 斯 拉 夫· 达 尼 洛 维 奇 
trp_knight_15_6|斯 瓦 恩· 达 尼 洛 维 奇 亲 王 
trp_knight_15_6_pl|斯 瓦 恩· 达 尼 洛 维 奇 
trp_knight_15_7|布 里 亚 奇 斯 拉 夫· 瓦 西 尔 科 维 奇 亲 王 
trp_knight_15_7_pl|布 里 亚 奇 斯 拉 夫· 瓦 西 尔 科 维 奇 
trp_knight_15_8|格 列 布· 姆 斯 蒂 斯 拉 维 奇 亲 王 
trp_knight_15_8_pl|格 列 布· 姆 斯 蒂 斯 拉 维 奇 
trp_knight_15_9|罗 曼· 弗 谢 沃 洛 多 维 奇 亲 王 
trp_knight_15_9_pl|罗 曼· 弗 谢 沃 洛 多 维 奇 
trp_knight_15_10|安 德 烈· 弗 谢 沃 洛 多 维 奇 亲 王 
trp_knight_15_10_pl|安 德 烈· 弗 谢 沃 洛 多 维 奇 
trp_knight_16_1|圣 地 亚 哥 骑 士 团 大 团 长，派 奥· 佩 雷 斯· 科 雷 亚 
trp_knight_16_1_pl|派 奥· 佩 雷 斯· 科 雷 亚 
trp_knight_16_2|布 拉 干 萨 的 门 多· 阿 拉 诺 爵 士 
trp_knight_16_2_pl|布 拉 干 萨 的 门 多· 阿 拉 诺 
trp_knight_16_3|巴 斯 科 爵 士 
trp_knight_16_3_pl|巴 斯 科 
trp_knight_16_4|梅 恩 爵 士 
trp_knight_16_4_pl|梅 恩 
trp_knight_16_5|贝 尔 姆 爵 士 
trp_knight_16_5_pl|贝 尔 姆 
trp_knight_16_6|贡 萨 鲁 爵 士 
trp_knight_16_6_pl|贡 萨 鲁 
trp_knight_16_7|马 蒂 奥 爵 士 
trp_knight_16_7_pl|马 蒂 奥 
trp_knight_16_8|马 蒂 姆 爵 士 
trp_knight_16_8_pl|马 蒂 姆 
trp_knight_16_9|斯 特 法 姆 爵 士 
trp_knight_16_9_pl|斯 特 法 姆 
trp_knight_16_10|伊 奥 尼 斯 爵 士 
trp_knight_16_10_pl|伊 奥 尼 斯 
trp_knight_16_11|梅 嫩 德 斯 爵 士 
trp_knight_16_11_pl|梅 嫩 德 斯 
trp_knight_16_12|桑 切 斯 爵 士 
trp_knight_16_12_pl|桑 切 斯 
trp_knight_16_13|桑 乔 爵 士 
trp_knight_16_13_pl|桑 乔 
trp_knight_16_14|劳 伦 修 斯 爵 士 
trp_knight_16_14_pl|劳 伦 修 斯 
trp_knight_16_15|费 尔 南 迪 克 爵 士 
trp_knight_16_15_pl|费 尔 南 迪 克 
trp_knight_17_1|佩 拉 尔 塔 的 阿 尔 瑙 大 主 教 
trp_knight_17_1_pl|佩 拉 尔 塔 的 阿 尔 瑙 
trp_knight_17_2|蒙 特 卡 达 的 佩 雷· 拉 蒙 王 室 总 管 
trp_knight_17_2_pl|蒙 特 卡 达 的 佩 雷· 拉 蒙 
trp_knight_17_3|阿 尔 瓦· 迪 乌 赫 尔 伯 爵 
trp_knight_17_3_pl|阿 尔 瓦· 迪 乌 赫 尔 
trp_knight_17_4|庞 斯· 迪 安 普 里 亚 斯 伯 爵 
trp_knight_17_4_pl|庞 斯· 迪 安 普 里 亚 斯 
trp_knight_17_5|帕 拉 斯 的 阿 瑙 尔· 罗 杰 伯 爵 
trp_knight_17_5_pl|帕 拉 斯 的 阿 瑙 尔· 罗 杰 
trp_knight_17_6|卢 纳 的 洛 佩· 费 伦 赫 爵 士 
trp_knight_17_6_pl|卢 纳 的 洛 佩· 费 伦 赫 
trp_knight_17_7|佩 罗· 科 尔 内 尔 爵 士 
trp_knight_17_7_pl|佩 罗· 科 尔 内 尔 
trp_knight_17_8|蒙 特 卡 达 的 加 斯 顿 子 爵 
trp_knight_17_8_pl|蒙 特 卡 达 的 加 斯 顿 
trp_knight_17_9|蒙 塔 古 特 的 豪 梅 爵 士 
trp_knight_17_9_pl|蒙 塔 古 特 的 豪 梅 
trp_knight_17_10|贝 伦 古 尔· 迪 恩 滕 萨 爵 士 
trp_knight_17_10_pl|贝 伦 古 尔· 迪 恩 滕 萨 
trp_knight_17_11|卢 纳 的 阿 塔 尔 伯 爵 
trp_knight_17_11_pl|卢 纳 的 阿 塔 尔 
trp_knight_17_12|因 方 特· 佩 雷 
trp_knight_17_12_pl|因 方 特· 佩 雷
trp_knight_17_13|阿 萨 格 拉 的 阿 尔 瓦· 佩 雷 斯 爵 士 
trp_knight_17_13_pl|阿 萨 格 拉 的 阿 尔 瓦· 佩 雷 斯 
trp_knight_17_14|卡 尔 多 纳 的 拉 蒙· 弗 尔 赫 子 爵 
trp_knight_17_14_pl|卡 尔 多 纳 的 拉 蒙· 弗 尔 赫 
trp_knight_17_15|贝 伦 古 尔· 迪 恩 滕 萨 男 爵 
trp_knight_17_15_pl|贝 伦 古 尔· 迪 恩 滕 萨 
trp_knight_18_1|卡 斯 提 尔 的 费 利 佩 亲 王 
trp_knight_18_1_pl|卡 斯 提 尔 的 费 利 佩 
trp_knight_18_2|卡 斯 特 罗 的 费 尔 南 多· 古 铁 雷 斯 爵 士 
trp_knight_18_2_pl|卡 斯 特 罗 的 费 尔 南 多· 古 铁 雷 斯 
trp_knight_18_3|阿 罗 的 洛 佩· 迪 亚 斯 爵 士 
trp_knight_18_3_pl|阿 罗 的 洛 佩· 迪 亚 斯 
trp_knight_18_4|拉· 塞 尔 达 的 费 尔 南 多 亲 王 
trp_knight_18_4_pl|拉· 塞 尔 达 的 费 尔 南 多 
trp_knight_18_5|拉 腊 的 努 诺· 冈 萨 雷 斯 爵 士 
trp_knight_18_5_pl|拉 腊 的 努 诺· 冈 萨 雷 斯 
trp_knight_18_6|古 斯 曼 的 佩 德 罗· 努 涅 斯 爵 士 
trp_knight_18_6_pl|古 斯 曼 的 佩 德 罗· 努 涅 斯 
trp_knight_18_7|法 德 里 克 亲 王 
trp_knight_18_7_pl|法 德 里 克 
trp_knight_18_8|博 尼 法 斯 的 拉 蒙 爵 士 
trp_knight_18_8_pl|博 尼 法 斯 的 拉 蒙 
trp_knight_18_9|安 德 鲁 爵 士 
trp_knight_18_9_pl|安 德 鲁 
trp_knight_18_10|巴 托 梅 乌 爵 士 
trp_knight_18_10_pl|巴 托 梅 乌 
trp_knight_18_11|卡 尔 贝 特 爵 士 
trp_knight_18_11_pl|卡 尔 贝 特 
trp_knight_18_12|多 梅 内 克 爵 士 
trp_knight_18_12_pl|多 梅 内 克 
trp_knight_18_13|弗 朗 西 斯 克 爵 士 
trp_knight_18_13_pl|弗 朗 西 斯 克 
trp_knight_18_14|高 斯 弗 雷 德 爵 士 
trp_knight_18_14_pl|高 斯 弗 雷 德 
trp_knight_18_15|赫 罗 尼 爵 士 
trp_knight_18_15_pl|赫 罗 尼 
trp_knight_20_1|穆 罕 默 德· 法 基 赫 酋 长 
trp_knight_20_1_pl|穆 罕 默 德· 法 基 赫 
trp_knight_20_2|尤 素 夫· 纳 斯 尔 酋 长 
trp_knight_20_2_pl|尤 素 夫· 纳 斯 尔 
trp_knight_20_3|法 拉 杰· 纳 斯 尔 酋 长 
trp_knight_20_3_pl|法 拉 杰· 纳 斯 尔 
trp_knight_20_4|伊 斯 迈 尔· 纳 斯 尔 酋 长
trp_knight_20_4_pl|伊 斯 迈 尔· 纳 斯 尔 
trp_knight_20_5|阿 里· 阿 什 基 鲁 拉 酋 长 
trp_knight_20_5_pl|阿 里· 阿 什 基 鲁 拉 
trp_knight_20_6|易 卜 拉 辛· 阿 什 基 鲁 拉 酋 长 
trp_knight_20_6_pl|易 卜 拉 辛· 阿 什 基 鲁 拉 
trp_knight_20_7|纳 斯 尔· 穆 罕 默 德 酋 长 
trp_knight_20_7_pl|纳 斯 尔· 穆 罕 默 德 
trp_knight_20_8|尤 素 夫· 穆 罕 默 德 酋 长 
trp_knight_20_8_pl|尤 素 夫· 穆 罕 默 德 
trp_knight_20_9|法 拉 杰· 穆 罕 默 德 酋 长 
trp_knight_20_9_pl|法 拉 杰· 穆 罕 默 德 
trp_knight_20_10|赛 义 德· 法 拉 杰 酋 长 
trp_knight_20_10_pl|赛 义 德· 法 拉 杰 
trp_knight_20_11|阿 卜 杜 拉 酋 长 
trp_knight_20_11_pl|阿 卜 杜 拉 
trp_knight_20_12|哈 马 德 酋 长
trp_knight_20_12_pl|哈 马 德 
trp_knight_20_13|曼 苏 尔 酋 长 
trp_knight_20_13_pl|曼 苏 尔 
trp_knight_20_14|奥 马 尔 酋 长 
trp_knight_20_14_pl|奥 马 尔 
trp_knight_20_15|阿 蒂 亚 赫 酋 长 
trp_knight_20_15_pl|阿 蒂 亚 赫 
trp_knight_20_16|达 拉 斯 酋 长 
trp_knight_20_16_pl|达 拉 斯 
trp_knight_20_17|贾 哈 夫 酋 长 
trp_knight_20_17_pl|贾 哈 夫 
trp_knight_20_18|默 罕 默 德 酋 长 
trp_knight_20_18_pl|默 罕 默 德 
trp_knight_20_19|瓦 西 姆 酋 长 
trp_knight_20_19_pl|瓦 西 姆 
trp_knight_20_20|阿 布· 拉 希 德 酋 长 
trp_knight_20_20_pl|阿 布· 拉 希 德 
trp_knight_22_1|伊 庇 鲁 斯 君 主，米 哈 伊 尔 二 世· 科 穆 宁· 杜 卡 斯 
trp_knight_22_1_pl|米 哈 伊 尔 二 世· 科 穆 宁· 杜 卡 斯 
trp_knight_22_2|米 哈 伊 尔· 帕 列 奥 列 斯 将 军 
trp_knight_22_2_pl|米 哈 伊 尔· 帕 列 奥 列 斯 
trp_knight_22_3|基 奥 格 斯· 穆 扎 隆 将 军 
trp_knight_22_3_pl|基 奥 格 斯· 穆 扎 隆 
trp_knight_22_4|约 阿 尼 斯· 杜 卡 斯 将 军 
trp_knight_22_4_pl|约 阿 尼 斯· 杜 卡 斯 
trp_knight_22_5|阿 历 克 塞· 斯 特 拉 特 戈 普 罗 斯 将 军 
trp_knight_22_5_pl|阿 历 克 塞· 斯 特 拉 特 戈 普 罗 斯 
trp_knight_22_6|基 奥 格 斯· 埃 里 尼 科 斯 将 军 
trp_knight_22_6_pl|基 奥 格 斯· 埃 里 尼 科 斯 
trp_knight_22_7|基 奥 格 斯· 阿 克 罗 波 利 提 斯 将 军 
trp_knight_22_7_pl|基 奥 格 斯· 阿 克 罗 波 利 提 斯 
trp_knight_22_8|尼 科 拉 奥 斯· 巴 塔 泽 斯 将 军 
trp_knight_22_8_pl|尼 科 拉 奥 斯· 巴 塔 泽 斯 
trp_knight_22_9|尼 基 弗 鲁 斯· 布 勒 米 德 斯 将 军 
trp_knight_22_9_pl|尼 基 弗 鲁 斯· 布 勒 米 德 斯 
trp_knight_22_10|基 奥 格 斯· 梅 托 基 特 斯 将 军 
